Date,Open,High,Low,Close,Adj Close,Volume
2013-08-29,163.550003,165.039993,163.399994,164.169998,140.855255,119200500
2013-08-30,164.509995,164.529999,163.169998,163.649994,140.409103,134928900
2013-09-03,165.229996,165.580002,163.699997,164.389999,141.044006,142375100
2013-09-04,164.429993,166.029999,164.130005,165.750000,142.210861,97389400
2013-09-05,165.850006,166.399994,165.729996,165.960007,142.391052,63090500
2013-09-06,166.509995,166.979996,164.479996,166.039993,142.459686,159756500
2013-09-09,166.449997,167.729996,166.449997,167.630005,143.823914,87559300
2013-09-10,168.639999,168.899994,168.259995,168.869995,144.887772,105847200
2013-09-11,168.639999,169.399994,168.350006,169.399994,145.342545,94545900
2013-09-12,169.339996,169.559998,168.720001,168.949997,144.956451,83209000
2013-09-13,169.130005,169.460007,168.740005,169.330002,145.282410,72727800
2013-09-16,171.160004,171.240005,170.039993,170.309998,146.123276,106299200
2013-09-17,170.460007,171.110001,170.460007,171.070007,146.775360,82523300
2013-09-18,171.009995,173.520004,170.580002,173.050003,148.474167,203460600
2013-09-19,173.520004,173.600006,172.589996,172.759995,148.225357,146616900
2013-09-20,172.330002,172.330002,170.580002,170.720001,147.189056,132867100
2013-09-23,170.490005,170.649994,169.389999,169.929993,146.507904,104616500
2013-09-24,169.899994,170.529999,169.210007,169.529999,146.163040,106333100
2013-09-25,169.639999,169.979996,168.889999,169.039993,145.740585,117306500
2013-09-26,169.320007,170.169998,169.050003,169.690002,146.301010,77146900
2013-09-27,168.839996,169.139999,168.470001,168.910004,145.628494,99141800
2013-09-30,167.479996,168.539993,167.149994,168.009995,144.852570,143937000
2013-10-01,168.139999,169.500000,167.970001,169.339996,145.999252,127160000
2013-10-02,168.350006,169.339996,167.830002,169.179993,145.861343,113350000
2013-10-03,168.789993,168.940002,166.839996,167.619995,144.516312,176698000
2013-10-04,167.750000,169.059998,167.529999,168.889999,145.611282,96878000
2013-10-07,167.419998,168.449997,167.250000,167.429993,144.352478,96295000
2013-10-08,167.399994,167.619995,165.360001,165.479996,142.671265,178015000
2013-10-09,165.800003,166.199997,164.529999,165.600006,142.774750,168973000
2013-10-10,167.289993,169.259995,167.229996,169.169998,145.852661,195955000
2013-10-11,168.910004,170.320007,168.770004,170.259995,146.792404,105040000
2013-10-14,169.210007,171.080002,169.080002,170.940002,147.378723,112106000
2013-10-15,170.509995,171.149994,169.470001,169.699997,146.309601,155485000
2013-10-16,170.720001,172.160004,170.639999,172.070007,148.352982,161676000
2013-10-17,171.369995,173.320007,171.339996,173.220001,149.344452,129389000
2013-10-18,173.860001,174.509995,173.509995,174.389999,150.353195,138316000
2013-10-21,174.449997,174.750000,174.009995,174.399994,150.361786,104104000
2013-10-22,174.910004,175.929993,174.429993,175.410004,151.232635,126663000
2013-10-23,174.809998,174.889999,173.960007,174.570007,150.508377,105484000
2013-10-24,174.919998,175.369995,174.509995,175.149994,151.008453,70350000
2013-10-25,175.509995,176.000000,175.169998,175.949997,151.698151,93625000
2013-10-28,175.889999,176.470001,175.699997,176.229996,151.939621,84979000
2013-10-29,176.630005,177.240005,176.380005,177.169998,152.750031,87401000
2013-10-30,177.380005,177.509995,175.660004,176.289993,151.991333,140002000
2013-10-31,176.149994,176.889999,175.529999,175.789993,151.560211,133795000
2013-11-01,176.020004,176.610001,175.220001,176.210007,151.922348,142805000
2013-11-04,176.690002,176.899994,175.979996,176.830002,152.456894,85677000
2013-11-05,176.139999,176.750000,175.570007,176.270004,151.974045,85825000
2013-11-06,177.029999,177.500000,176.539993,177.169998,152.750031,87348000
2013-11-07,177.500000,177.639999,174.759995,174.929993,150.818771,157000000
2013-11-08,174.869995,177.309998,174.850006,177.289993,152.853500,136713000
2013-11-11,177.119995,177.529999,176.910004,177.320007,152.879318,62614000
2013-11-12,176.940002,177.360001,176.369995,176.960007,152.568924,83990000
2013-11-13,176.089996,178.429993,176.089996,178.380005,153.793213,103844000
2013-11-14,178.539993,179.419998,178.250000,179.270004,154.560562,103435000
2013-11-15,179.559998,180.119995,179.330002,180.050003,155.233032,102818000
2013-11-18,180.350006,180.500000,179.020004,179.419998,154.689865,104796000
2013-11-19,179.330002,179.869995,178.720001,179.029999,154.353622,93891000
2013-11-20,179.389999,179.929993,177.979996,178.470001,153.870819,124909000
2013-11-21,178.970001,180.050003,178.860001,179.910004,155.112305,92841000
2013-11-22,179.979996,180.830002,179.770004,180.809998,155.888290,81296000
2013-11-25,181.130005,181.169998,180.369995,180.630005,155.733139,79486000
2013-11-26,180.720001,181.220001,180.410004,180.679993,155.776230,86994000
2013-11-27,180.869995,181.240005,180.649994,181.119995,156.155579,58800000
2013-11-29,181.320007,181.750000,180.800003,181.000000,156.052109,55870900
2013-12-02,181.089996,181.429993,180.250000,180.529999,155.646927,99726000
2013-12-03,179.940002,180.389999,179.169998,179.750000,154.974396,116563000
2013-12-04,179.100006,180.479996,178.350006,179.729996,154.957138,123033000
2013-12-05,179.410004,179.740005,178.770004,178.940002,154.276001,106934000
2013-12-06,180.669998,181.110001,180.149994,180.940002,156.000412,127728000
2013-12-09,181.470001,181.669998,181.160004,181.399994,156.396957,70124000
2013-12-10,180.979996,181.360001,180.639999,180.750000,155.836517,80976000
2013-12-11,180.820007,180.850006,178.500000,178.720001,154.086365,130591000
2013-12-12,178.639999,178.860001,177.759995,178.130005,153.577698,115565000
2013-12-13,178.500000,178.660004,177.770004,178.110001,153.560440,107808000
2013-12-16,178.949997,179.809998,178.899994,179.220001,154.517395,96195000
2013-12-17,179.380005,179.410004,178.250000,178.649994,154.026001,89886000
2013-12-18,178.919998,181.729996,177.320007,181.699997,156.655609,234906000
2013-12-19,181.179993,181.699997,180.710007,181.490005,156.474579,136531200
2013-12-20,180.690002,181.990005,180.570007,181.559998,157.384781,197087000
2013-12-23,182.449997,182.639999,182.070007,182.529999,158.225601,85598000
2013-12-24,182.539993,183.009995,182.529999,182.929993,158.572342,45368800
2013-12-26,183.339996,183.960007,183.320007,183.860001,159.378494,63365000
2013-12-27,184.100006,184.179993,183.660004,183.850006,159.369812,61814000
2013-12-30,183.869995,184.020004,183.580002,183.820007,159.343872,56857000
2013-12-31,184.070007,184.690002,183.929993,184.690002,160.097992,86119900
2014-01-02,183.979996,184.070007,182.479996,182.919998,158.563690,119636900
2014-01-03,183.229996,183.600006,182.630005,182.889999,158.537643,81390600
2014-01-06,183.490005,183.559998,182.080002,182.360001,158.078217,108028200
2014-01-07,183.089996,183.789993,182.949997,183.479996,159.049088,86144200
2014-01-08,183.449997,183.830002,182.889999,183.520004,159.083755,96582300
2014-01-09,184.110001,184.130005,182.800003,183.639999,159.187820,90683400
2014-01-10,183.949997,184.220001,183.009995,184.139999,159.621231,102026400
2014-01-13,183.669998,184.179993,181.339996,181.690002,157.497467,149892000
2014-01-14,182.289993,183.770004,181.949997,183.669998,159.213806,105016100
2014-01-15,184.100006,184.940002,183.710007,184.660004,160.071976,98525800
2014-01-16,184.279999,184.660004,183.830002,184.419998,159.863937,72290600
2014-01-17,184.100006,184.449997,183.320007,183.639999,159.187820,107848700
2014-01-21,184.699997,184.770004,183.050003,184.179993,159.655884,88621200
2014-01-22,184.490005,184.570007,183.910004,184.300003,159.759949,61270900
2014-01-23,183.369995,183.399994,181.820007,182.789993,158.450974,132496900
2014-01-24,181.600006,181.660004,178.830002,178.889999,155.070236,208677100
2014-01-27,179.059998,179.520004,177.119995,178.009995,154.307449,180843100
2014-01-28,178.139999,179.300003,178.119995,179.070007,155.226273,110463200
2014-01-29,177.580002,178.550003,176.880005,177.350006,153.735321,216597300
2014-01-30,178.830002,179.809998,178.259995,179.229996,155.364990,118938100
2014-01-31,177.009995,179.289993,176.919998,178.179993,154.454803,194677900
2014-02-03,177.970001,178.369995,173.830002,174.169998,150.978775,254837100
2014-02-04,174.949997,175.839996,174.110001,175.389999,152.036316,165012400
2014-02-05,174.779999,175.559998,173.710007,175.169998,151.845612,164230500
2014-02-06,175.580002,177.479996,175.220001,177.479996,153.848007,132877600
2014-02-07,178.309998,179.869995,177.729996,179.679993,155.755020,170787200
2014-02-10,179.699997,180.070007,179.210007,180.009995,156.041153,92218800
2014-02-11,180.160004,182.440002,180.039993,181.979996,157.748886,117814100
2014-02-12,182.250000,182.830002,181.710007,182.070007,157.826859,94717700
2014-02-13,180.839996,183.199997,180.830002,183.009995,158.641708,100542200
2014-02-14,182.839996,184.360001,182.669998,184.020004,159.517197,96498400
2014-02-18,184.179993,184.490005,183.649994,184.240005,159.707886,80460900
2014-02-19,183.759995,184.949997,182.869995,183.020004,158.650375,126524300
2014-02-20,183.270004,184.520004,182.600006,184.100006,159.586594,104998100
2014-02-21,184.449997,184.889999,183.800003,183.889999,159.404480,118116400
2014-02-24,184.279999,186.149994,184.199997,184.910004,160.288666,114063900
2014-02-25,185.059998,185.589996,184.229996,184.839996,160.227966,117085000
2014-02-26,185.110001,185.600006,184.330002,184.850006,160.236694,98677200
2014-02-27,184.580002,185.869995,184.369995,185.820007,161.077515,93880800
2014-02-28,185.789993,187.149994,185.050003,186.289993,161.484940,150842000
2014-03-03,184.649994,185.449997,183.750000,184.979996,160.349380,167748500
2014-03-04,186.789993,187.979996,186.750000,187.580002,162.603195,167545900
2014-03-05,187.740005,188.070007,187.449997,187.750000,162.750534,88376900
2014-03-06,188.210007,188.610001,187.779999,188.179993,163.123291,82516500
2014-03-07,188.960007,188.960007,187.429993,188.259995,163.192596,114513500
2014-03-10,187.970001,188.229996,187.080002,188.160004,163.105972,74939200
2014-03-11,188.440002,188.710007,186.800003,187.229996,162.299774,99009100
2014-03-12,186.320007,187.350006,185.899994,187.279999,162.343079,104824400
2014-03-13,187.839996,187.990005,184.660004,185.179993,160.522736,155014300
2014-03-14,184.850006,185.800003,184.440002,184.660004,160.071976,153919600
2014-03-17,185.589996,186.770004,185.509995,186.330002,161.519592,98359500
2014-03-18,186.710007,187.910004,186.509995,187.660004,162.672501,101804600
2014-03-19,187.679993,187.940002,185.470001,186.660004,161.805679,176267300
2014-03-20,186.250000,187.889999,185.919998,187.750000,162.750534,117241000
2014-03-21,187.710007,189.020004,186.029999,186.199997,162.119232,163128000
2014-03-24,186.839996,187.070007,184.619995,185.429993,161.448868,121411000
2014-03-25,186.369995,186.940002,185.270004,186.309998,162.215057,103852000
2014-03-26,187.039993,187.339996,184.919998,184.970001,161.048401,119843000
2014-03-27,184.750000,185.339996,183.899994,184.580002,160.708801,142383000
2014-03-28,185.110001,186.419998,185.000000,185.490005,161.501114,101642000
2014-03-31,186.669998,187.300003,185.520004,187.009995,162.824524,99745000
2014-04-01,187.619995,188.360001,187.000000,188.250000,163.904190,89193000
2014-04-02,188.490005,189.130005,188.139999,188.880005,164.452728,78774000
2014-04-03,189.169998,189.220001,188.050003,188.630005,164.235077,77435000
2014-04-04,189.660004,189.699997,186.100006,186.399994,162.293411,169381000
2014-04-07,185.949997,186.259995,183.960007,184.339996,160.499878,140803000
2014-04-08,184.259995,185.399994,183.589996,185.100006,161.161560,112660000
2014-04-09,185.600006,187.149994,185.059998,187.089996,162.894196,100254000
2014-04-10,187.080002,187.169998,182.929993,183.160004,159.472458,172959000
2014-04-11,182.139999,183.419998,181.309998,181.509995,158.035858,167251000
2014-04-14,182.929993,183.369995,181.440002,182.940002,159.280884,132382000
2014-04-15,183.320007,184.330002,181.509995,184.199997,160.377930,157093000
2014-04-16,185.470001,186.139999,184.649994,186.130005,162.058380,105197000
2014-04-17,185.880005,186.910004,185.559998,186.389999,162.284714,105255000
2014-04-21,186.440002,187.100006,186.210007,187.039993,162.850632,68329000
2014-04-22,187.229996,188.399994,187.130005,187.889999,163.590714,85790000
2014-04-23,187.820007,187.919998,187.300003,187.449997,163.207596,73869000
2014-04-24,188.369995,188.389999,186.929993,187.830002,163.538467,88170000
2014-04-25,187.220001,187.330002,185.869995,186.289993,162.197678,100380000
2014-04-28,187.050003,187.690002,184.960007,186.880005,162.711349,135121000
2014-04-29,187.479996,188.039993,187.080002,187.750000,163.468826,84098000
2014-04-30,187.440002,188.500000,187.179993,188.309998,163.956421,101508000
2014-05-01,188.220001,188.839996,187.729996,188.330002,163.973785,93019000
2014-05-02,188.309998,189.139999,187.779999,188.059998,163.738724,98122000
2014-05-05,187.139999,188.550003,186.619995,188.419998,164.052170,75883000
2014-05-06,188.000000,188.130005,186.740005,186.779999,162.624252,85454000
2014-05-07,187.410004,187.970001,186.009995,187.880005,163.582031,106500000
2014-05-08,187.710007,189.050003,187.080002,187.679993,163.407913,93618000
2014-05-09,187.710007,188.039993,186.830002,187.960007,163.651703,83679000
2014-05-12,188.800003,189.880005,188.000000,189.789993,165.244965,86940000
2014-05-13,190.039993,190.419998,189.770004,189.960007,165.393051,66454000
2014-05-14,189.789993,189.880005,188.789993,189.059998,164.609436,72367000
2014-05-15,188.679993,188.720001,186.479996,187.399994,163.164093,154956000
2014-05-16,187.509995,188.130005,186.720001,188.050003,163.730026,97458000
2014-05-19,187.690002,188.889999,187.520004,188.740005,164.330795,63839000
2014-05-20,188.649994,188.669998,187.070007,187.550003,163.294693,111644000
2014-05-21,188.089996,189.220001,188.059998,189.130005,164.670364,89093000
2014-05-22,189.179993,189.979996,188.860001,189.589996,165.070862,61549000
2014-05-23,189.759995,190.479996,189.589996,190.350006,165.732590,61092800
2014-05-27,191.059998,191.580002,190.949997,191.520004,166.751282,72010000
2014-05-28,191.520004,191.820007,191.059998,191.380005,166.629395,66723000
2014-05-29,191.820007,192.399994,191.330002,192.369995,167.491348,64377000
2014-05-30,192.190002,192.800003,192.029999,192.679993,167.761230,76316000
2014-06-02,192.949997,192.990005,191.970001,192.899994,167.952789,64656000
2014-06-03,192.429993,192.899994,192.250000,192.800003,167.865723,65047000
2014-06-04,192.470001,193.300003,192.270004,193.190002,168.205276,55529000
2014-06-05,193.410004,194.649994,192.699997,194.449997,169.302338,92103000
2014-06-06,194.869995,195.429993,194.779999,195.380005,170.112045,78696000
2014-06-09,195.350006,196.050003,195.169998,195.580002,170.286224,65119000
2014-06-10,195.339996,195.639999,194.919998,195.600006,170.303650,57129000
2014-06-11,194.899994,195.119995,194.479996,194.919998,169.711578,68772000
2014-06-12,194.690002,194.800003,193.110001,193.539993,168.510010,106350000
2014-06-13,193.919998,194.320007,193.300003,194.130005,169.023712,82017000
2014-06-16,193.889999,194.699997,193.660004,194.289993,169.163010,87424000
2014-06-17,194.020004,194.970001,193.809998,194.830002,169.633240,84834000
2014-06-18,194.830002,196.369995,194.399994,196.259995,170.878265,105267000
2014-06-19,196.429993,196.600006,195.800003,196.479996,171.069794,85929000
2014-06-20,196.029999,196.100006,195.699997,195.940002,171.417145,100587000
2014-06-23,195.990005,196.050003,195.520004,195.880005,171.364639,70611000
2014-06-24,195.529999,196.500000,194.479996,194.699997,170.332291,96237000
2014-06-25,194.289993,195.779999,194.250000,195.580002,171.102173,82782000
2014-06-26,195.610001,195.630005,194.130005,195.440002,170.979706,84312000
2014-06-27,194.979996,195.880005,194.889999,195.820007,171.312134,71445100
2014-06-30,195.699997,196.169998,195.529999,195.720001,171.224655,70201200
2014-07-01,196.199997,197.630005,196.130005,197.029999,172.370743,90470000
2014-07-02,197.050003,197.479996,196.960007,197.229996,172.545670,52475000
2014-07-03,197.789993,198.289993,197.639999,198.199997,173.394257,52938800
2014-07-07,197.820007,197.979996,197.220001,197.509995,172.790604,61696000
2014-07-08,197.149994,197.220001,195.759995,196.240005,171.679550,108143000
2014-07-09,196.729996,197.300003,196.309998,197.119995,172.449432,72992000
2014-07-10,195.220001,196.860001,195.059998,196.339996,171.767044,99040000
2014-07-11,196.220001,196.750000,195.779999,196.610001,172.003311,64243000
2014-07-14,197.610001,197.860001,197.440002,197.600006,172.869354,58658000
2014-07-15,197.720001,198.100006,196.360001,197.229996,172.545670,111307000
2014-07-16,198.110001,198.259995,197.419998,197.960007,173.184326,79986400
